sample_id,herb_name,timestamp,quality_level,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage
RAW-01664,Neem Leaves,2025-09-05T10:01:36,medium,20.84,68.6,7.46,1474.6,3.54,18.4,95,153,87,2.111,1.845,2.385,2.877,2.657
RAW-01665,Kalonji Seeds,2025-09-10T13:01:24,high,21.99,78.9,7.11,696.4,2.25,17.0,223,82,80,1.909,1.56,2.201,2.48,2.298
RAW-01666,Shankhpushpi,2025-09-14T12:40:44,medium,21.96,58.9,7.84,441.6,0.25,21.7,192,71,98,1.096,0.85,1.305,1.543,1.39
RAW-01667,Tulsi Leaves,2025-06-08T14:35:19,medium,26.67,76.9,7.01,188.4,2.76,23.3,146,96,96,0.915,0.699,1.248,1.729,1.548
RAW-01668,Tulsi Leaves,2025-09-07T12:59:04,high,24.94,60.2,6.78,1204.2,4.95,14.6,112,234,137,1.253,0.803,1.535,2.083,1.833
RAW-01669,Triphala Powder,2025-07-09T15:55:09,medium,23.06,49.3,8.23,1410.9,2.27,13.3,108,222,216,1.664,1.481,1.958,2.43,2.185
RAW-01670,Jeera Seeds,2025-08-14T13:56:58,high,23.77,59.4,4.54,482.4,4.12,15.1,85,53,171,1.467,1.15,1.664,1.954,1.773
RAW-01671,Mulethi Root,2025-06-03T08:08:45,high,29.49,63.1,8.47,978.0,0.86,10.1,52,195,62,0.652,0.398,0.885,1.147,1.003
RAW-01672,Elaichi Seeds,2025-07-10T14:57:56,high,23.13,71.8,7.05,505.3,1.86,21.3,77,67,56,1.286,1.005,1.531,1.799,1.699
RAW-01673,Pudina Leaves,2025-07-09T16:43:09,high,22.92,54.7,4.89,522.4,1.46,18.7,140,126,203,1.699,1.323,1.866,2.113,1.993
RAW-01674,Pudina Leaves,2025-06-25T16:56:25,low,20.32,51.9,6.41,812.5,1.77,14.7,105,50,216,1.194,0.947,1.389,1.683,1.476
RAW-01675,Hing Powder,2025-08-11T09:05:59,high,28.88,70.5,7.63,121.8,2.86,16.8,149,61,211,2.263,2.034,2.641,2.85,2.65
RAW-01676,Ginger Root,2025-08-03T12:36:07,high,19.53,48.9,6.28,219.4,2.85,15.8,79,66,134,1.4,1.051,1.629,1.963,1.857
RAW-01677,Curry Leaves,2025-09-19T15:56:05,medium,25.27,58.0,6.95,1341.6,2.81,18.8,81,213,158,1.381,1.082,1.575,1.835,1.712
RAW-01678,Ginger Root,2025-09-20T17:20:10,high,24.14,65.9,7.88,1182.1,4.38,18.6,183,132,173,1.382,1.131,1.694,1.92,1.776
RAW-01679,Hing Powder,2025-08-28T17:45:25,medium,26.46,82.3,5.41,355.9,2.01,24.8,249,124,56,2.209,1.942,2.422,2.679,2.511
RAW-01680,Amla Fruit,2025-08-24T12:49:42,medium,30.48,63.5,6.53,1366.0,2.48,19.8,84,151,129,1.381,1.17,1.871,2.163,1.874
RAW-01681,Ginger Root,2025-08-27T11:04:08,high,18.75,47.0,7.17,320.0,4.63,22.6,236,156,85,1.442,1.073,1.55,2.019,1.841
RAW-01682,Elaichi Seeds,2025-09-19T15:56:26,medium,29.97,47.9,4.86,654.7,0.14,11.4,76,62,200,1.148,0.957,1.393,1.695,1.561
RAW-01683,Dhania Seeds,2025-09-07T13:23:54,low,31.55,62.8,8.43,1381.3,2.1,12.4,206,70,203,0.948,0.767,1.027,1.39,1.26
RAW-01684,Triphala Powder,2025-07-11T09:36:43,high,24.72,76.6,7.29,1166.0,1.51,20.6,53,79,215,2.081,1.771,2.314,2.754,2.621
RAW-01685,Ginger Root,2025-07-06T10:18:48,medium,22.2,69.6,5.55,745.9,0.22,22.8,249,150,201,1.174,0.958,1.395,1.673,1.53
RAW-01686,Amla Fruit,2025-06-19T15:53:40,low,25.17,69.2,4.79,534.0,1.76,17.7,131,165,174,1.392,1.038,1.672,1.899,1.752
RAW-01687,Mulethi Root,2025-07-23T12:15:55,low,31.04,72.9,6.74,1202.2,3.26,23.3,116,181,73,0.509,0.245,0.602,0.771,0.642
RAW-01688,Elaichi Seeds,2025-09-21T11:35:12,high,29.13,66.2,6.64,1437.7,2.48,14.7,130,109,154,1.423,1.052,1.632,2.043,1.839
RAW-01689,Hing Powder,2025-06-05T11:13:28,high,26.05,64.7,8.14,1031.3,2.16,19.1,244,130,156,2.294,2.013,2.652,2.929,2.792
RAW-01690,Curry Leaves,2025-07-04T08:33:16,medium,21.18,55.0,7.42,513.0,1.46,10.3,138,69,108,1.465,1.285,1.676,2.055,1.888
RAW-01691,Jeera Seeds,2025-06-13T16:12:46,high,29.07,62.8,5.31,1390.9,0.2,18.3,51,205,103,1.435,1.258,1.786,2.076,1.894
RAW-01692,Arjuna Bark,2025-09-02T17:46:39,high,28.67,71.0,7.06,1344.9,1.24,15.5,231,95,234,2.132,1.85,2.421,2.913,2.575
RAW-01693,Tejpatta Leaves,2025-09-03T11:32:40,high,26.34,65.8,6.25,165.3,1.53,14.2,228,103,77,1.791,1.477,2.132,2.426,2.278
RAW-01694,Honey,2025-06-12T12:07:16,low,21.66,84.6,7.11,148.8,2.39,24.7,230,215,84,0.387,0.105,0.209,0.453,0.5
RAW-01695,Triphala Powder,2025-07-20T11:15:22,high,31.27,52.4,5.52,1489.9,4.47,18.2,76,154,137,2.077,1.799,2.422,2.726,2.567
RAW-01696,Ajwain Seeds,2025-06-23T09:57:01,high,23.43,48.1,7.45,1038.2,0.34,24.1,106,146,111,1.861,1.433,2.037,2.298,2.171
RAW-01697,Triphala Powder,2025-08-13T10:49:28,high,24.55,62.9,7.22,1282.7,2.51,17.4,139,65,111,2.044,1.745,2.408,2.787,2.582
RAW-01698,Mulethi Root,2025-09-20T10:35:34,medium,31.89,67.3,8.28,193.9,3.54,16.0,159,129,164,0.585,0.341,0.783,1.071,0.83
RAW-01699,Kalonji Seeds,2025-07-05T16:44:31,high,23.62,61.8,5.14,190.1,2.73,19.0,68,79,160,1.918,1.572,2.239,2.508,2.319
RAW-01700,Ashwagandha Root,2025-06-28T11:56:42,low,30.81,76.6,7.63,1093.6,1.41,22.7,73,223,66,1.502,1.302,1.618,2.068,1.865
RAW-01701,Shankhpushpi,2025-07-29T17:26:53,high,21.32,46.4,6.97,160.5,0.69,11.2,153,216,116,1.331,0.963,1.575,1.914,1.7
RAW-01702,Ajwain Seeds,2025-06-25T10:45:18,medium,20.53,45.6,8.0,1179.6,2.41,12.4,76,149,154,1.567,1.377,1.838,2.075,1.925
RAW-01703,Elaichi Seeds,2025-06-16T17:13:46,high,30.72,60.5,7.33,253.0,3.42,11.1,241,179,241,1.274,0.95,1.56,1.883,1.693
RAW-01704,Ashwagandha Root,2025-08-22T11:21:10,high,28.17,66.6,7.76,343.3,2.1,22.1,89,82,186,2.202,1.971,2.538,2.96,2.674
RAW-01705,Elaichi Seeds,2025-08-06T14:20:21,high,31.75,80.0,6.63,560.7,2.68,21.0,173,172,131,1.272,0.976,1.654,1.851,1.661
RAW-01706,Hing Powder,2025-08-06T17:50:19,high,23.7,70.5,4.96,1042.5,0.61,22.9,240,226,121,2.492,2.167,2.788,3.188,2.898
RAW-01707,Curry Leaves,2025-06-08T15:34:18,medium,31.08,45.5,6.06,426.6,2.71,14.2,86,187,233,1.447,1.237,1.77,2.138,1.951
RAW-01708,Dhania Seeds,2025-06-30T13:37:37,high,28.97,59.5,5.69,840.5,1.89,22.5,81,215,216,1.177,0.852,1.491,1.792,1.574
RAW-01709,Shatavari Root,2025-07-11T14:08:31,high,25.28,65.4,7.75,81.3,4.32,11.2,187,174,114,1.089,0.885,1.439,1.789,1.577
RAW-01710,Jeera Seeds,2025-09-06T10:59:48,high,29.71,59.4,5.96,439.5,0.95,16.6,151,242,227,1.542,1.213,1.891,2.195,1.973
RAW-01711,Tejpatta Leaves,2025-07-03T11:21:17,medium,27.62,69.2,7.3,950.8,2.86,23.9,139,141,230,1.788,1.421,1.978,2.365,2.082
RAW-01712,Arjuna Bark,2025-07-28T16:02:27,medium,22.62,65.0,8.04,319.8,1.95,22.6,68,83,220,2.16,1.737,2.226,2.65,2.457
RAW-01713,Dalchini Bark,2025-06-25T08:55:20,medium,29.98,75.7,6.95,116.7,3.5,18.4,76,138,74,1.2,0.914,1.422,1.685,1.592
RAW-01714,Dalchini Bark,2025-08-15T08:57:20,high,23.84,77.5,6.26,1457.7,0.94,14.0,239,80,149,1.434,0.993,1.655,2.067,1.777
RAW-01715,Ginger Root,2025-08-11T08:14:19,high,30.35,64.6,5.15,1346.4,4.24,10.3,184,87,254,1.393,1.06,1.622,1.95,1.846
RAW-01716,Neem Leaves,2025-08-24T12:05:09,high,28.81,45.7,6.61,437.3,4.96,12.4,71,136,90,2.259,2.0,2.588,2.956,2.748
RAW-01717,Curry Leaves,2025-07-02T10:32:27,high,25.94,73.9,6.13,1336.0,4.6,16.6,249,124,230,1.618,1.34,1.968,2.293,2.013
RAW-01718,Jeera Seeds,2025-08-04T16:30:26,high,24.1,72.7,5.14,361.2,4.53,14.9,221,190,248,1.536,1.213,1.797,2.211,1.945
RAW-01719,Pudina Leaves,2025-08-12T16:37:57,high,20.22,83.2,5.15,1154.1,1.77,18.6,150,100,103,1.578,1.269,1.91,2.191,1.979
RAW-01720,Tulsi Leaves,2025-06-30T17:44:48,high,26.84,46.4,6.74,932.2,2.95,20.4,62,231,224,1.239,0.815,1.508,2.14,1.895
RAW-01721,Dalchini Bark,2025-07-10T17:11:42,high,21.63,67.5,5.17,303.4,0.15,19.2,102,69,178,1.408,1.182,1.634,1.919,1.716
RAW-01722,Pudina Leaves,2025-06-11T12:06:23,high,20.7,79.9,7.31,485.9,1.32,21.3,65,103,144,1.643,1.219,1.876,2.122,1.912
RAW-01723,Shatavari Root,2025-07-21T11:52:25,medium,31.24,60.8,6.47,1062.5,1.78,23.0,218,88,86,0.928,0.664,1.19,1.49,1.206
RAW-01724,Dhania Seeds,2025-08-13T16:52:32,high,20.97,62.2,4.89,248.6,1.49,24.3,138,113,174,1.319,0.999,1.55,1.924,1.699
RAW-01725,Elaichi Seeds,2025-06-02T14:09:13,high,25.13,59.3,5.06,877.1,2.81,14.4,238,98,157,1.364,1.05,1.659,1.983,1.801
RAW-01726,Shankhpushpi,2025-09-04T13:42:39,high,31.02,79.8,6.19,1271.2,3.18,13.1,155,50,64,1.368,1.031,1.535,1.876,1.716
RAW-01727,Triphala Powder,2025-07-22T09:35:22,medium,29.13,56.3,7.08,197.2,4.32,21.1,222,59,147,1.884,1.628,2.081,2.528,2.324
RAW-01728,Pudina Leaves,2025-09-21T17:07:15,high,30.24,75.2,7.29,1305.9,3.45,12.8,194,98,203,1.523,1.253,1.82,2.079,1.875
RAW-01729,Elaichi Seeds,2025-07-14T15:56:56,high,24.15,78.2,4.99,201.6,4.04,17.4,157,98,215,1.367,1.086,1.735,2.008,1.649
RAW-01730,Shatavari Root,2025-06-29T14:22:55,high,29.0,61.2,6.36,1119.2,2.62,15.4,239,59,177,1.064,0.813,1.393,1.616,1.576
RAW-01731,Triphala Powder,2025-07-01T14:17:06,high,30.19,45.9,7.45,295.6,1.5,18.6,244,105,196,2.138,1.78,2.392,2.757,2.639
RAW-01732,Dalchini Bark,2025-06-28T11:52:41,high,22.55,62.3,5.92,289.6,0.65,22.9,247,241,108,1.324,0.994,1.692,1.957,1.779
RAW-01733,Giloy Stems,2025-07-20T10:38:32,high,30.12,79.6,6.88,438.4,0.24,10.0,62,211,242,1.647,1.344,1.839,2.339,2.105
RAW-01734,Curry Leaves,2025-08-14T17:29:11,low,22.03,68.7,7.05,1024.1,0.96,14.2,59,168,237,1.285,0.976,1.343,1.552,1.358
RAW-01735,Brahmi Leaves,2025-08-11T14:46:05,high,31.13,74.2,6.67,1233.5,1.52,14.0,242,55,80,1.506,1.154,1.737,2.082,1.935
RAW-01736,Dhania Seeds,2025-06-12T08:51:51,high,27.05,57.0,7.36,947.4,2.42,11.5,115,232,222,1.18,0.813,1.449,1.749,1.606
RAW-01737,Methi Seeds,2025-07-12T17:13:13,high,19.64,64.4,6.46,711.1,3.91,11.5,94,218,139,1.928,1.626,2.055,2.407,2.195
RAW-01738,Elaichi Seeds,2025-07-02T16:52:06,high,28.67,82.6,7.71,1405.1,4.12,10.7,213,125,246,1.352,1.049,1.465,1.852,1.62
RAW-01739,Dhania Seeds,2025-09-10T17:15:23,low,31.77,77.0,5.27,561.0,1.16,12.3,185,207,191,0.804,0.661,0.943,1.214,0.995
RAW-01740,Pudina Leaves,2025-09-18T10:28:15,high,24.02,72.1,4.5,1440.7,0.95,13.7,166,119,138,1.677,1.316,1.972,2.373,2.057
RAW-01741,Neem Leaves,2025-07-14T15:24:11,low,22.12,65.1,4.58,931.4,2.72,21.3,234,71,222,1.532,1.356,1.701,2.089,1.997
RAW-01742,Turmeric Powder,2025-09-22T09:04:25,high,22.2,70.9,7.3,1073.9,3.02,18.8,142,246,95,1.532,1.312,1.82,2.062,1.993
RAW-01743,Amla Fruit,2025-08-02T10:05:22,medium,18.87,81.8,5.99,1019.4,3.37,10.8,113,101,89,1.505,1.271,1.838,2.057,1.876
RAW-01744,Jeera Seeds,2025-09-25T13:49:32,high,30.92,68.1,8.39,1435.3,0.64,17.8,125,151,200,1.494,1.164,1.823,2.171,2.086
RAW-01745,Triphala Powder,2025-09-18T16:54:59,high,22.49,67.8,4.83,595.4,1.26,16.6,211,176,83,2.089,1.722,2.289,2.725,2.556
RAW-01746,Hing Powder,2025-08-30T09:20:32,medium,24.4,48.3,8.4,397.0,4.36,15.7,122,142,138,2.148,1.877,2.405,2.773,2.695
RAW-01747,Arjuna Bark,2025-09-14T13:33:49,high,24.72,61.9,4.95,544.9,2.72,19.7,181,93,90,2.099,1.81,2.565,2.864,2.699
RAW-01748,Amla Fruit,2025-07-08T08:24:16,high,30.06,83.0,4.72,139.8,4.66,21.8,163,191,84,1.616,1.425,2.049,2.383,2.213
RAW-01749,Ajwain Seeds,2025-07-15T08:28:07,high,18.98,56.8,8.3,1115.4,3.8,12.0,146,78,58,1.813,1.495,2.088,2.342,2.175
RAW-01750,Jeera Seeds,2025-07-10T14:12:05,medium,30.75,78.1,7.59,1322.0,4.39,15.5,244,250,117,1.219,0.947,1.47,1.765,1.601
RAW-01751,Hing Powder,2025-06-16T16:10:54,medium,27.53,79.3,7.19,129.7,1.82,16.4,133,93,226,2.015,1.846,2.394,2.583,2.48
RAW-01752,Brahmi Leaves,2025-08-25T13:09:19,high,28.54,45.5,5.67,255.3,0.73,14.2,73,79,66,1.511,1.277,1.878,2.144,2.005
RAW-01753,Triphala Powder,2025-08-20T14:03:34,high,26.73,47.7,6.73,788.8,0.38,14.6,123,206,196,1.976,1.748,2.34,2.754,2.666
RAW-01754,Tulsi Leaves,2025-08-30T10:42:54,high,19.65,79.5,7.4,545.4,1.81,22.7,94,183,210,1.124,0.735,1.388,2.015,1.698
RAW-01755,Turmeric Powder,2025-06-27T10:17:29,low,26.72,59.1,6.3,313.8,0.38,15.2,123,166,98,1.021,0.844,1.22,1.434,1.283
RAW-01756,Ajwain Seeds,2025-06-18T13:41:54,medium,23.13,83.8,8.03,945.1,1.04,23.2,105,247,125,1.66,1.362,1.89,2.181,1.918
RAW-01757,Mulethi Root,2025-06-06T09:58:02,medium,26.86,81.9,6.49,1396.2,1.84,23.3,229,215,73,0.578,0.316,0.775,0.947,0.853
RAW-01758,Ashwagandha Root,2025-06-07T15:30:06,high,24.56,67.9,7.35,807.9,0.58,15.3,154,227,127,2.245,1.871,2.598,2.914,2.778
RAW-01759,Curry Leaves,2025-09-24T09:35:14,high,28.19,53.3,6.9,699.1,1.09,23.3,116,187,151,1.649,1.358,1.979,2.239,2.115
RAW-01760,Neem Leaves,2025-07-15T11:39:34,high,25.99,70.9,5.62,1382.9,4.68,11.6,53,166,218,2.222,1.964,2.698,3.097,2.816
RAW-01761,Tulsi Leaves,2025-06-12T12:01:02,medium,28.92,52.1,5.19,1102.9,2.26,21.7,238,66,226,1.009,0.559,1.116,1.826,1.444
RAW-01762,Honey,2025-07-04T11:22:58,high,27.22,75.9,8.44,301.6,1.79,12.5,68,148,188,0.432,0.169,0.402,0.577,0.491
RAW-01763,Ashwagandha Root,2025-06-14T08:04:24,high,26.2,61.1,5.85,1105.1,1.55,15.7,254,109,117,2.034,1.707,2.359,2.683,2.569
RAW-01764,Tulsi Leaves,2025-09-25T09:15:24,high,28.88,46.9,5.83,666.0,2.58,10.0,73,104,202,1.222,0.781,1.491,2.067,1.703
RAW-01765,Jeera Seeds,2025-08-23T08:03:11,high,25.0,66.7,6.55,181.0,2.08,13.1,222,64,53,1.509,1.316,1.838,2.208,2.015
RAW-01766,Dhania Seeds,2025-08-19T15:52:09,low,31.81,53.7,5.23,902.9,1.47,15.1,68,131,158,0.706,0.549,1.018,1.245,1.112
RAW-01767,Tulsi Leaves,2025-06-02T14:27:27,high,18.0,75.7,8.1,124.8,3.0,16.1,123,219,236,1.166,0.795,1.575,2.13,1.763
RAW-01768,Jeera Seeds,2025-09-03T17:42:37,medium,21.67,51.2,7.57,191.4,2.5,21.2,57,212,112,1.251,0.925,1.439,1.731,1.524
RAW-01769,Elaichi Seeds,2025-08-29T17:23:50,high,18.06,55.8,6.49,1152.7,2.89,15.8,84,204,92,1.259,1.079,1.557,1.954,1.628
RAW-01770,Jeera Seeds,2025-09-03T10:04:28,high,26.07,49.4,6.85,968.7,4.44,22.9,169,169,107,1.425,1.252,1.742,2.024,1.933
RAW-01771,Hing Powder,2025-08-29T12:45:50,high,29.32,51.1,5.28,352.9,3.9,23.4,202,158,245,2.357,2.019,2.673,2.876,2.772
RAW-01772,Shatavari Root,2025-06-07T09:06:55,medium,31.22,78.5,7.12,1498.3,1.29,23.8,130,158,76,1.051,0.818,1.294,1.666,1.366
RAW-01773,Dhania Seeds,2025-08-07T08:11:57,high,23.81,63.7,6.29,1205.5,0.96,10.9,66,135,58,1.169,0.766,1.426,1.717,1.563
RAW-01774,Jeera Seeds,2025-06-22T13:35:38,medium,27.9,66.1,7.26,733.2,3.54,10.5,198,221,111,1.316,1.012,1.425,1.854,1.588
RAW-01775,Tejpatta Leaves,2025-09-13T15:59:36,high,18.22,69.0,5.09,256.5,0.84,17.3,132,231,238,1.917,1.429,2.019,2.479,2.215
RAW-01776,Mulethi Root,2025-08-15T09:20:30,high,27.56,62.2,6.88,1352.6,3.3,24.1,90,103,63,0.698,0.292,0.793,1.185,1.025
RAW-01777,Turmeric Powder,2025-08-02T08:44:07,high,18.18,55.3,6.05,334.2,3.06,18.4,231,59,184,1.563,1.165,1.82,2.011,1.905
RAW-01778,Kalonji Seeds,2025-09-15T13:05:18,medium,30.93,62.7,6.06,920.2,3.73,19.7,96,215,229,1.76,1.542,1.958,2.258,2.042
RAW-01779,Ginger Root,2025-09-17T15:37:31,high,21.39,63.5,7.48,273.4,3.94,17.7,220,183,125,1.56,1.099,1.638,2.042,1.953
RAW-01780,Curry Leaves,2025-06-11T09:01:31,high,30.53,57.4,8.39,1250.2,2.33,21.1,148,76,55,1.695,1.335,2.148,2.348,2.104
RAW-01781,Dalchini Bark,2025-08-02T08:42:27,high,21.4,58.5,6.36,1061.7,1.82,11.6,151,114,79,1.322,1.139,1.649,2.041,1.869
RAW-01782,Neem Leaves,2025-09-19T17:55:45,high,18.98,82.0,7.28,950.7,3.25,16.0,158,243,190,2.256,2.001,2.75,3.054,2.959
RAW-01783,Neem Leaves,2025-07-10T17:19:05,high,21.82,83.7,5.54,927.9,0.28,12.3,126,113,247,2.271,1.946,2.586,3.147,2.787
RAW-01784,Elaichi Seeds,2025-06-28T11:19:40,high,30.71,64.9,7.67,529.5,4.79,21.3,143,220,90,1.255,0.952,1.531,1.853,1.663
RAW-01785,Pudina Leaves,2025-09-24T11:42:06,high,26.98,51.4,7.27,54.7,3.58,18.3,232,53,73,1.559,1.399,1.945,2.277,2.059
RAW-01786,Honey,2025-08-25T14:47:39,high,24.95,68.6,5.26,416.1,3.95,18.5,149,181,159,0.435,0.128,0.251,0.523,0.582
RAW-01787,Amla Fruit,2025-06-16T12:38:48,high,25.9,53.3,7.09,854.5,3.86,11.7,150,222,149,1.906,1.478,2.279,2.646,2.415
RAW-01788,Curry Leaves,2025-09-16T12:27:52,high,22.28,71.2,6.48,1128.0,1.17,22.6,54,173,144,1.637,1.328,1.93,2.208,1.998
RAW-01789,Elaichi Seeds,2025-09-20T08:25:06,medium,23.82,76.2,5.86,1225.4,0.63,20.6,244,95,158,1.153,0.912,1.434,1.721,1.546
RAW-01790,Giloy Stems,2025-07-06T08:34:55,high,25.91,51.2,6.05,195.8,2.53,24.2,160,63,180,1.598,1.208,1.928,2.382,2.142
RAW-01791,Tulsi Leaves,2025-07-03T11:14:06,medium,21.78,47.0,7.55,473.0,4.73,23.3,80,228,239,0.952,0.691,1.253,1.625,1.46
RAW-01792,Dalchini Bark,2025-07-17T09:51:56,high,24.79,78.7,5.94,1070.0,2.49,19.2,134,64,250,1.464,1.132,1.762,1.917,1.638
RAW-01793,Mulethi Root,2025-06-02T12:42:44,low,19.7,69.3,7.79,1048.5,0.99,14.4,231,163,223,0.54,0.249,0.586,0.829,0.685
RAW-01794,Elaichi Seeds,2025-07-02T17:05:00,high,18.36,72.7,8.26,309.2,2.65,20.5,244,174,59,1.271,0.956,1.55,1.865,1.698
RAW-01795,Ashwagandha Root,2025-06-16T17:39:38,medium,31.77,72.9,5.46,137.0,1.36,13.4,250,96,150,1.85,1.608,2.25,2.481,2.289
RAW-01796,Mulethi Root,2025-07-20T08:15:59,high,20.73,48.2,5.83,522.3,3.36,22.6,108,211,148,0.661,0.368,0.937,1.225,1.101
RAW-01797,Shankhpushpi,2025-08-11T09:51:47,high,20.42,67.0,6.97,1395.2,0.43,15.6,222,205,177,1.195,0.882,1.488,1.823,1.651
RAW-01798,Shatavari Root,2025-09-24T14:39:03,high,23.3,77.9,8.22,402.3,3.19,20.2,201,63,224,1.177,0.792,1.398,1.729,1.476
RAW-01799,Turmeric Powder,2025-06-01T10:56:57,high,31.51,48.2,6.05,1312.2,3.72,24.0,65,144,108,1.759,1.33,1.878,2.266,2.022
RAW-01800,Methi Seeds,2025-09-04T15:18:31,high,30.9,69.0,4.73,708.6,0.98,19.4,66,138,150,2.002,1.735,2.171,2.519,2.291
RAW-01801,Mulethi Root,2025-07-26T15:24:49,high,27.92,71.6,5.5,697.2,3.85,23.3,137,149,114,0.605,0.431,0.909,1.212,1.079
RAW-01802,Honey,2025-08-02T13:53:24,high,24.28,67.9,6.69,884.5,3.55,19.4,173,204,61,0.433,0.201,0.262,0.305,0.61
RAW-01803,Methi Seeds,2025-09-06T17:49:37,high,31.87,51.9,8.19,50.8,2.25,10.4,211,221,156,1.831,1.504,2.048,2.4,2.156
RAW-01804,Kalonji Seeds,2025-07-21T16:38:45,high,21.55,75.2,6.07,236.7,0.12,21.2,105,238,126,2.08,1.776,2.347,2.737,2.614
RAW-01805,Shatavari Root,2025-06-28T09:31:53,medium,31.03,50.8,6.3,1037.5,2.52,23.2,116,237,88,0.881,0.621,1.157,1.35,1.223
RAW-01806,Methi Seeds,2025-06-01T13:44:44,medium,25.17,76.9,5.72,635.0,1.78,15.9,96,99,168,1.723,1.458,1.918,2.164,1.905
RAW-01807,Triphala Powder,2025-06-28T15:36:40,medium,25.29,79.5,7.89,767.0,1.06,21.0,194,149,214,1.853,1.547,2.091,2.395,2.341
RAW-01808,Turmeric Powder,2025-07-15T11:58:58,medium,22.98,82.4,8.08,1432.0,3.0,17.5,162,201,249,1.449,1.136,1.844,1.989,1.78
RAW-01809,Triphala Powder,2025-08-03T10:50:09,medium,31.48,52.3,7.28,1233.0,4.57,17.9,72,248,157,1.848,1.621,2.144,2.571,2.344
RAW-01810,Dalchini Bark,2025-09-26T16:38:54,low,27.36,83.4,7.96,1337.5,3.2,22.5,198,88,93,1.078,0.802,1.34,1.578,1.387
RAW-01811,Dhania Seeds,2025-07-11T14:19:21,high,28.92,71.0,5.97,70.9,3.84,17.2,116,135,224,1.168,0.791,1.422,1.724,1.545
RAW-01812,Neem Leaves,2025-09-27T14:03:00,high,30.07,70.2,7.28,374.6,1.38,23.6,86,86,212,2.197,1.962,2.748,3.161,2.899
RAW-01813,Brahmi Leaves,2025-09-12T08:46:35,high,27.16,60.3,8.05,859.8,3.15,18.3,197,246,76,1.403,1.237,1.83,2.093,1.844
RAW-01814,Dhania Seeds,2025-07-10T14:18:53,medium,21.07,58.3,5.01,1074.2,1.35,19.9,196,73,167,0.952,0.695,1.188,1.501,1.227
RAW-01815,Neem Leaves,2025-07-20T12:50:35,low,22.5,79.3,5.19,728.9,4.4,10.7,73,213,226,1.493,1.345,1.787,2.102,1.88
RAW-01816,Curry Leaves,2025-08-25T14:07:47,high,25.75,50.1,6.76,849.7,3.8,19.5,87,51,74,1.646,1.261,2.015,2.214,1.995
RAW-01817,Giloy Stems,2025-07-29T09:41:06,low,24.72,72.0,5.24,1357.8,4.03,23.1,234,158,101,1.054,0.9,1.247,1.583,1.404
RAW-01818,Honey,2025-07-18T12:29:59,medium,31.46,52.1,5.1,569.7,0.57,12.3,62,199,196,0.394,0.169,0.273,0.403,0.56
RAW-01819,Pudina Leaves,2025-07-09T12:47:22,low,20.47,67.3,7.67,105.1,2.23,10.6,75,158,206,1.061,0.822,1.307,1.419,1.368
RAW-01820,Mulethi Root,2025-07-06T11:32:19,low,29.6,69.5,8.38,522.2,0.89,21.3,128,241,113,0.46,0.361,0.614,0.831,0.697
RAW-01821,Amla Fruit,2025-08-27T16:08:14,high,28.08,78.4,5.08,713.2,4.33,13.0,183,247,94,1.814,1.489,2.166,2.406,2.243
RAW-01822,Dalchini Bark,2025-08-18T16:05:22,low,21.77,64.9,6.87,872.6,4.42,21.5,105,105,253,0.989,0.756,1.212,1.414,1.273
RAW-01823,Ajwain Seeds,2025-09-24T17:16:16,high,19.43,71.2,8.11,167.0,0.71,15.2,251,162,246,1.788,1.466,1.988,2.264,2.072
RAW-01824,Neem Leaves,2025-09-12T08:56:33,low,26.0,63.0,7.15,101.5,0.64,11.9,59,66,209,1.729,1.499,2.09,2.412,2.154
RAW-01825,Dhania Seeds,2025-08-23T08:45:06,high,21.59,70.6,6.07,725.4,1.11,10.6,167,131,181,1.111,0.859,1.434,1.663,1.562
RAW-01826,Ginger Root,2025-06-04T10:19:18,high,27.06,50.9,7.61,1498.6,0.86,21.5,60,198,155,1.311,1.062,1.687,1.871,1.872
RAW-01827,Amla Fruit,2025-08-28T09:24:50,medium,31.81,61.4,4.6,657.7,3.34,23.4,189,223,175,1.532,1.272,1.898,2.045,1.932
RAW-01828,Honey,2025-09-17T16:34:34,high,29.58,84.6,7.62,1127.3,1.84,18.0,75,121,137,0.411,0.147,0.305,0.499,0.589
RAW-01829,Methi Seeds,2025-07-26T12:15:31,high,22.22,82.3,5.35,1383.0,0.24,18.1,192,91,149,2.029,1.695,2.099,2.445,2.179
RAW-01830,Dhania Seeds,2025-08-18T13:21:48,high,23.22,70.9,7.31,1335.2,4.55,22.9,136,182,157,1.222,0.866,1.504,1.757,1.555
RAW-01831,Honey,2025-09-05T13:37:18,low,31.69,60.9,8.13,681.2,2.71,15.3,62,77,63,0.274,0.139,0.287,0.362,0.364
RAW-01832,Dhania Seeds,2025-08-28T16:02:33,high,30.38,65.2,6.62,1052.6,2.92,10.8,160,136,198,1.233,0.947,1.503,1.94,1.554
RAW-01833,Ginger Root,2025-08-28T11:10:13,medium,27.93,79.7,8.37,1343.1,2.39,21.2,70,72,103,1.291,1.076,1.523,1.809,1.716
RAW-01834,Neem Leaves,2025-06-02T13:05:45,medium,28.52,59.9,7.94,659.5,4.68,21.2,152,195,215,1.876,1.59,2.154,2.379,2.328
